"","X1","X2","X3"
"941","BD.FERDINAND NR.112 BL.R2 SC.B ET.2 AP.22, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"942","STR.MURESULUI NR. 42  JUD. CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"943","ALEEA HERACLEEA NR. 4 BL. S2 SC.C ET.4 , AP.60, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"944","STR.REMUS OPREANU NR.10A BL.L3 SC.C AP.30 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"945","STR.FAGETULUI NR.40F JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"946","STR.ELIBERARII NR.20 BL.IV18.SC.B AP.24 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"947","STR. DEZROBIRII  NR. 106  BL. I.S. 10 SC.B  ET.2  AP. 46, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"948","AL.BRINDUSELOR NR.2 BL.L9 SC.B AP.30 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"949","STR. BADEA CARTAN NR.16  BL.BC9 SC.C ET.2 AP.49, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"950","BD.I.GH.DUCA NR.85 BL.L40 SC.A ET.6 AP.25                    JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"951","STR. LILIACULUI NR. 18, CONSTANTA, CONSTAN<U+021A>A","44.1419199","28.6176877"
"952","STR.C-TIN BRANCUSI NR.63 BL.2A SC.B ET.2 AP.15 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"953","STR. NARCISELOR NR.3 BL.A2 SC.B ET.10 AP.87, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"954","STR.SOVEJA NR.57 BL.59 SC.A ET.4 AP.17 JUD.CT, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"955","BLD.TOMIS.NR.289,BL.T13,SC.A,ET.8,AP.30, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"956","BLD.TOMIS NR.289, BL.T13, SC. A, ET. 8, AP. 30, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"957","BD.TOMIS, NR,289, BL.T13, SC.A, ET.8, AP.30, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"958","AL.GAROFITEI NR.11 BL.L62 SC.A ET.5 AP.18                   JUD. CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"959","STR. BADEA CARTAN NR.16  BL.BC9 SC.C ET.2 AP.49, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"960","STR.MICSUNELELOR NR.13B BL.8A SC.A ET.3 AP.15 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"961","STR.CUZA VODA  NR.86A  JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"962","STR.THEODOR D SPERANTIA NR. 29  JUD. CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"963","STR.ION URSU NR.70 BL.V.1 SC.B AP.27 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"964","STR.I.L.CARAGIALE NR.1A BL.L26 ET.8 AP.44                   JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"965","BD.AUREL VLAICU NR.17B BL.B1A SC.A AP.3 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"966","STR.DIONISIE CEL MIC NR.55 BL.64 SC.A ET.1 AP.8             JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"967","BD.AL.LAPUSNEANU NR.66 BL.LE9 SC.B AP.36 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"968","BD.FERDINAND NR.32 ET.2 AP.4 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"969","BD.A.VLAICU NR.103 BL.AV3 SC.A AP.13 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"970","SOS.MANGALIEI NR.93 BL.S3 SC.A ET.2 AP.10                   JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"971","STR. MUSCATELOR NR.8B JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"972","STR.VERDE NR.29  PARTER BIROU 1  JUD. CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"973","STR.MIRCEA CEL BATRAN NR.104, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"974","STR.VERDE   NR.29  PARTER  BIROU 1  JUD. CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"975","BLD.AL. LAPUSNEANU NR.66 BL.LE9 SC.B AP.36  JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"976","ALEEA NALBEI, NR. 13, BL.L108, SC.B, ET.1, AP.28, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"977","STR. SOVEJA, NR.23, BL.X5, SC.A, AP.9, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"978","STR. NOUA NR.13, CONSTANTA, CONSTAN<U+021A>A","44.1951602","28.6538632"
"979","PRELUNGIREA LILIACULUI NR.3 BL.G3 SC.A AP.10, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"980","ALEEA NALBEI NR.5  BL.L117  SC.B  ET.6  AP.49, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"981","ALE. GAROFITEI NR. 7 BL.L74 SC.A AP.1  JUD. CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"982","STR.MIRCEA NR. 144  BL.MD7A SC.A ET.3 AP.12, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"983","PRL. ION ROATA NR.10, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"984","AL.EGRETEI NR.14 BL.AV30 SC.C ET.4 AP.50 JUD.CONSTANTA, CONSTANTA, CONSTAN<U+021A>A",NA,NA
"985","BLD.TRAIAN NR.14 BL.B1 SC.A ET.3 AP.15, EFORIE NORD, CONSTAN<U+021A>A",NA,NA
"986","SOS.CONSTANTEI  BL.B4G SC.B AP.23 JUD.CONSTANTA, MANGALIA, CONSTAN<U+021A>A",NA,NA
"987","STR.GEORGE MURNU NR.13 BIS JUD.CONSTANTA, MANGALIA, CONSTAN<U+021A>A",NA,NA
"988","STR. MUNCITORULUI NR.4  BL.M5  SC. A  AP. 4  JUD. CONSTANTA, MANGALIA, CONSTAN<U+021A>A",NA,NA
"989","STR. DIMITRIE CANTEMIR NR.9 BL.OD7 ET.2 AP.12, MANGALIA, CONSTAN<U+021A>A",NA,NA
"990","STR.STEFAN CEL MARE BL.C22 SC.B ET.3 AP.12, MANGALIA, CONSTAN<U+021A>A",NA,NA
"991","STR.MIRCEA CEL BATRIN NR.1 BL.M1 SC.A AP.5 JUD.CONSTANTA, MANGALIA, CONSTAN<U+021A>A",NA,NA
"992","STR. HORIA  CLOSCA SI CRISAN NR. 20  JUD.CONSTANTA, MANGALIA, CONSTAN<U+021A>A",NA,NA
"993","STR. DEMETRIOS CALLATIANUL NR. 2, MANGALIA, CONSTAN<U+021A>A","43.8170939","28.566868"
"994","STR. PICTOR TONITZA NR.4 BL.F3 SC.A ET.2 AP.9, MANGALIA, CONSTAN<U+021A>A",NA,NA
"995","STR.STEFAN CEL MARE NR.34 JUD.CONSTANTA, MEDGIDIA, CONSTAN<U+021A>A",NA,NA
"996","STR.REPUBLICII NR.76B  BL.IC2 AP.8 JUD.CONSTANTA, MEDGIDIA, CONSTAN<U+021A>A",NA,NA
"997","STR. ROMANA NR. 23  JUD. CONSTANTA, MEDGIDIA, CONSTAN<U+021A>A",NA,NA
"998","STR. ROMANA NR. 23  JUD. CONSTANTA, MEDGIDIA, CONSTAN<U+021A>A",NA,NA
"999","STR.REPUBLICII NR.76A BL.IC1 SC.C ET.3 AP.54 JUD.CONSTANTA, MEDGIDIA, CONSTAN<U+021A>A",NA,NA
"1000","STR. LINISTEI NR. 8C  JUD. CONSTANTA, SAT VALU LUI TRAIAN, CONSTAN<U+021A>A",NA,NA
"1001","STR. TRANSLIVANIEI NR. 5C, SAT VALU LUI TRAIAN, CONSTAN<U+021A>A",NA,NA
"1002","STR. NUCILOR NR. 32  JUD. CONSTANTA, SAT. CUMPANA, CONSTAN<U+021A>A",NA,NA
"1003","STR.A.S.PUSKIN NR.19 JUD.CONSTANTA, TECHIRGHIOL, CONSTAN<U+021A>A",NA,NA
"1004","STR.A.S.PUSKIN NR.19 JUD.CONSTANTA, TECHIRGHIOL, CONSTAN<U+021A>A",NA,NA
"1005","STR. PRINCIPALA NR. 154, ESTELNIC, COVASNA",NA,NA
"1006","STR. MIKES NR. 101, BL. 4, SC. H, AP. 9, OZUN, COVASNA",NA,NA
"1007","STR.1 DECEMBRIE 1918 BL.12 SC.M AP.16 JUD.CV, SF.GHEORGHE, COVASNA",NA,NA
"1008","STR. VARADI JOZSEF NR. 12, SFÂNTU GHEORGHE, COVASNA","45.8677441","25.7868789"
"1009","STR. GODRI FERENC NR. 1, BL. 1, AP. 6, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1010","STR. LACRAMIOAREI NR. 9, BL. 36, SC. D, AP. 8, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1011","STR. FACLIEI NR. 2, BL. 13, SC. A, AP. 21, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1012","STR. SPORTURILOR NR. 5, BL. 7, SC. B, AP. 7, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1013","B-DUL GRIGORE BALAN NR. 37, BL. 41, SC. C, AP. 3, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1014","STR. 1 DECEMBRIE 1918, NR. 110, BL. 42, SC. A, AP. 28, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1015","ALEEA LUCEAFARULUI NR.11, BL.60, SC. G, ET. 1, AP. 11, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1016","STR. BANKI DONATH NR. 24, ET. 2, AP. 11, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1017","STR. LACRAMIOAREI NR. 2, BL. 9, SC. C, AP. 3, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1018","STR. PRESEI NR. 1, BL. 14, AP. 16, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1019","ALEEA HARNICIEI NR.4, BL.26, AP.38, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1020","STR. LT. PAIS DAVID NR. 1, BL. 53, SC. C, AP. 13, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1021","STR. STADIONULUI NR. 15, BL. 19, AP. 57, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1022","ALEEA SANATATII NR. 2 BL. 15 SC.A AP. 5, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1023","STR. PESCARILOR NR. 41, SFÂNTU GHEORGHE, COVASNA","45.8611545","25.7910976"
"1024","STR. PRESEI NR. 10, BL. 1,  ET. 5, AP. 23, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1025","PIATA MIHAI VITEAZU BL. 43, SC. B, ET. 4, AP. 14, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1026","STR. PRIVIGHETORII NR. 4, SFÂNTU GHEORGHE, COVASNA","45.8654204","25.7742046"
"1027","STR. SOIMULUI NR. 4, SFÂNTU GHEORGHE, COVASNA","45.869952","25.7875783"
"1028","STR. PUSKAS TIVADAR NR. 62, BL. 32, SC. A, AP. 7, SFÂNTU GHEORGHE, COVASNA",NA,NA
"1029","STR. BRAZILOR NR. 3, SFÂNTU GHEORGHE, COVASNA","45.8692696","25.7723481"
"1030","STR. KOSSUTH LAJOS NR. 1, BL. 2, SC. C, ET. 3, AP. 10, SFANTU GHEORGHE, COVASNA",NA,NA
"1031","STR. 1 DECEMBRIE 1918 NR. 108 BL. 43, SC. B, ET.4, AP. 14, SFANTU GHEORGHE, COVASNA",NA,NA
"1032","STR. LIBERTATII NR. 17, BL. 27, SC. C, AP. 12, TÂRGU SECUIESC, COVASNA",NA,NA
"1033","STR. LIBERTATII NR. 12, BL. 8, SC. A, AP. 10, TÂRGU SECUIESC, COVASNA",NA,NA
"1034","STR. LIBERTATII NR. 46, BL. 16, SC. B, AP. 18, TÂRGU SECUIESC, COVASNA",NA,NA
"1035","STR. APAFY MIHALY NR. 4, TÂRGU SECUIESC, COVASNA",NA,NA
"1036","STR. TRANDAFIRILOR NR. 2, BL. 14, SC. B, AP. 13, TÂRGU SECUIESC, COVASNA",NA,NA
"1037","STR. CURTEA 72 NR. 4, TÂRGU SECUIESC, COVASNA",NA,NA
"1038","STR. MARGARETEI NR. 7, BL. 11, SC. B, AP. 11, TÂRGU SECUIESC, COVASNA",NA,NA
"1039","STR. CURTEA 18 NR. 5, TÂRGU SECUIESC, COVASNA",NA,NA
"1040","STR. LIBERTATII, NR.17, BL.27, SC. C, AP.12, TÂRGU SECUIESC, COVASNA",NA,NA
"1041","STR. ADY ENDRE NR. 22, TÂRGU SECUIESC, COVASNA","45.999308","26.1315205"
"1042","PIATA GABOR ARON NR. 24, TÂRGU SECUIESC, COVASNA","46.001555","26.1380453"
"1043","STR. MIHAI EMINESCU NR. 13, TÂRGU SECUIESC, COVASNA","45.9958059","26.1271171"
"1044","STR. CURTEA 20 NR. 2, TÂRGU SECUIESC, COVASNA",NA,NA
"1045","STR. KOSSUTH LAJOS NR. 4, TÂRGU SECUIESC, COVASNA","46.0006022","26.1347892"
"1046","STR. GARII NR. 730, ZABALA, COVASNA",NA,NA
"1047","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1048","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1049","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1050","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1051","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1052","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1053","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1054","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1055","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1056","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1057","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1058","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1059","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1060","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1061","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1062","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1063","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1064","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1065","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1066","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1067","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1068","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1069","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1070","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1071","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1072","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1073","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1074","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1075","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1076","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1077","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1078","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1079","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1080","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1081","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1082","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1083","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1084","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1085","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1086","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1087","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1088","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1089","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1090","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1091","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1092","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1093","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1094","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1095","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1096","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1097","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1098","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1099","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1100","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1101","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1102","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1103","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1104","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1105","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1106","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1107","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1108","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1109","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1110","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1111","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1112","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1113","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1114","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1115","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1116","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1117","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1118","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1119","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1120","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1121","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1122","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1123","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1124","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1125","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1126","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1127","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1128","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1129","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1130","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1131","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1132","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1133","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1134","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1135","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1136","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1137","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1138","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1139","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1140","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1141","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1142","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1143","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1144","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1145","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1146","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1147","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1148","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1149","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1150","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1151","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1152","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1153","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1154","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1155","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1156","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1157","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1158","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1159","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1160","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1161","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1162","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1163","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1164","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1165","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1166","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1167","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1168","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1169","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1170","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1171","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1172","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1173","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1174","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1175","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1176","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1177","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1178","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1179","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1180","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1181","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1182","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1183","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1184","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1185","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1186","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1187","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1188","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1189","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1190","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1191","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1192","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1193","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1194","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1195","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1196","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1197","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1198","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1199","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1200","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1201","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1202","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1203","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1204","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1205","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1206","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1207","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1208","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1209","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1210","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1211","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1212","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1213","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1214","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1215","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1216","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1217","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1218","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1219","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1220","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1221","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1222","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"1223","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
